rpm,fuel,power,torque
1410.394,242.948,38.3118,258.3118
1420.315,242.8984,38.6095,258.6094
1413.649,242.9318,38.4095,258.4095
1404.747,242.9763,38.1424,258.1424
1431.152,242.8442,38.9346,258.9346
1410.097,242.9495,38.3029,258.3029
1596.406,242.018,43.8922,263.8922
1428.662,242.8567,38.8599,258.8599
1411.016,242.9449,38.3305,258.3305
1528.042,242.3598,41.8413,261.8413
1476.982,242.6151,40.3095,260.3095
1575.651,242.1217,43.2695,263.2695
1458.063,242.7097,39.7419,259.7419
1598.516,242.0074,43.9555,263.9555
1501.565,242.4922,41.047,261.0469
1408.544,242.9573,38.2563,258.2563
1482.995,242.585,40.4898,260.4898
1573.796,242.131,43.2139,263.2139
1434.971,242.8251,39.0491,259.0491
1450.353,242.7482,39.5106,259.5106
1522.647,242.3868,41.6794,261.6794
1477.301,242.6135,40.319,260.319
1514.093,242.4295,41.4228,261.4228
1580.848,242.0958,43.4254,263.4254
1520.336,242.3983,41.6101,261.6101
1481.098,242.5945,40.4329,260.4329
1568.84,242.1558,43.0652,263.0652
1465.722,242.6714,39.9717,259.9717
1428.256,242.8587,38.8477,258.8477
1449.87,242.7507,39.4961,259.4961
1517.991,242.41,41.5397,261.5397
1569.865,242.1507,43.096,263.096
1563.819,242.1809,42.9146,262.9146
1407.337,242.9633,38.2201,258.2201
1586.719,242.0664,43.6016,263.6016
1429.664,242.8517,38.8899,258.8899
1559.743,242.2013,42.7923,262.7923
1459.539,242.7023,39.7862,259.7862
1577.529,242.1124,43.3259,263.3259
1596.154,242.0192,43.8846,263.8846
1481.63,242.5918,40.4489,260.4489
1698.829,241.0117,46.9649,264.9883
1682.79,241.1721,46.4837,264.8279
1611.627,241.8837,44.3488,264.1163
1660.113,241.3989,45.8034,264.6011
1698.029,241.0197,46.9409,264.9803
1634.044,241.6596,45.0213,264.3404
1624.145,241.7586,44.7244,264.2414
1639.79,241.6021,45.1937,264.3979
1675.389,241.2461,46.2617,264.7539
1663.28,241.3672,45.8984,264.6328
1604.395,241.9561,44.1319,264.0439
1674.031,241.2597,46.2209,264.7403
1601.197,241.988,44.0359,264.012
1653.217,241.4678,45.5965,264.5322
1610.69,241.8931,44.3207,264.1069
1614.385,241.8562,44.4316,264.1438
1698.561,241.0144,46.9568,264.9856
1603.772,241.9623,44.1132,264.0377
1685.038,241.1496,46.5511,264.8504
1699.633,241.0037,46.989,264.9963
1644.456,241.5554,45.3337,264.4446
1677.978,241.2202,46.3393,264.7798
1634.06,241.6594,45.0218,264.3406
1633.373,241.6663,45.0012,264.3337
1687.78,241.1222,46.6334,264.8778
1653.064,241.4694,45.5919,264.5306
1611.729,241.8827,44.3519,264.1173
1666.641,241.3336,45.9992,264.6664
1640.676,241.5932,45.2203,264.4068
1609.082,241.9092,44.2725,264.0908
1660.212,241.3979,45.8064,264.6021
1670.782,241.2922,46.1235,264.7078
1677.527,241.2247,46.3258,264.7753
1623.248,241.7675,44.6974,264.2325
1640.304,241.597,45.2091,264.403
1690.674,241.0933,46.7202,264.9067
1664.175,241.3582,45.9252,264.6418
1612.073,241.8793,44.3622,264.1207
1641.155,241.5884,45.2346,264.4115
1601.102,241.989,44.0331,264.011
1677.634,241.2237,46.329,264.7763
1632.174,241.6783,44.9652,264.3217
1625.193,241.7481,44.7558,264.2519
1698.775,241.0122,46.9633,264.9878
1645.638,241.5436,45.3691,264.4564
1646.392,241.5361,45.3918,264.4639
1624.295,241.757,44.7289,264.243
1695.409,241.0459,46.8623,264.9541
1606.844,241.9316,44.2053,264.0684
1635.764,241.6424,45.0729,264.3576
1662.16,241.3784,45.8648,264.6216
1690.875,241.0913,46.7263,264.9087
1608.291,241.9171,44.2487,264.0829
1626.035,241.7396,44.7811,264.2604
1646.682,241.5332,45.4005,264.4668
1607.014,241.9299,44.2104,264.0701
1690.964,241.0904,46.7289,264.9096
1667.996,241.32,46.0399,264.68
1646.955,241.5305,45.4086,264.4696
1636.682,241.6332,45.1005,264.3668
1632.949,241.6705,44.9885,264.3295
1660.173,241.3983,45.8052,264.6017
1619.167,241.8083,44.575,264.1917
1619.366,241.8063,44.581,264.1937
1699.904,241.001,46.9971,264.999
1679.223,241.2078,46.3767,264.7922
1646.011,241.5399,45.3803,264.4601
1625.125,241.7488,44.7537,264.2513
1668.028,241.3197,46.0408,264.6803
1662.212,241.3779,45.8664,264.6221
1661.243,241.3876,45.8373,264.6124
1667.372,241.3263,46.0212,264.6737
1647.811,241.5219,45.4343,264.4781
1603.328,241.9667,44.0998,264.0333
1671.154,241.2885,46.1346,264.7115
1615.257,241.8474,44.4577,264.1526
1665.216,241.3478,45.9565,264.6522
1688.929,241.1107,46.6679,264.8893
1656.165,241.4384,45.685,264.5616
1648.957,241.5104,45.4687,264.4896
1682.599,241.174,46.478,264.826
1681.082,241.1892,46.4325,264.8108
1623.316,241.7668,44.6995,264.2332
1645.062,241.5494,45.3519,264.4506
1645.999,241.54,45.38,264.46
1635.662,241.6434,45.0699,264.3566
1609.292,241.9071,44.2788,264.0929
1699.094,241.0091,46.9728,264.9909
1681.346,241.1865,46.4404,264.8135
1616.615,241.8338,44.4984,264.1662
1629.138,241.7086,44.8741,264.2914
1606.853,241.9315,44.2056,264.0685
1653.198,241.468,45.5959,264.532
1623.553,241.7645,44.7066,264.2355
1651.975,241.4803,45.5592,264.5197
1691.935,241.0806,46.758,264.9194
1657.884,241.4212,45.7365,264.5788
1650.994,241.4901,45.5298,264.5099
1652.798,241.472,45.5839,264.528
1656.7,241.433,45.701,264.567
1647.849,241.5215,45.4355,264.4785
1693.076,241.0692,46.7923,264.9308
1649.708,241.5029,45.4912,264.4971
1682.449,241.1755,46.4735,264.8245
1605.754,241.9425,44.1726,264.0575
1636.014,241.6399,45.0804,264.3601
1691.307,241.0869,46.7392,264.9131
1624.253,241.7575,44.7276,264.2425
1692.215,241.0779,46.7664,264.9221
1650.968,241.4903,45.529,264.5097
1603.539,241.9646,44.1062,264.0354
1682.506,241.1749,46.4752,264.8251
1678.241,241.2176,46.3472,264.7824
1629.5,241.705,44.885,264.295
1691.746,241.0825,46.7524,264.9175
1634.915,241.6508,45.0474,264.3492
1603.417,241.9658,44.1025,264.0342
1688.04,241.1196,46.6412,264.8804
1668.04,241.3196,46.0412,264.6804
1630.986,241.6901,44.9296,264.3099
1683.964,241.1604,46.5189,264.8396
1651.212,241.4879,45.5364,264.5121
1611.158,241.8884,44.3347,264.1116
1602.634,241.9737,44.079,264.0263
1614.166,241.8583,44.425,264.1417
1633.308,241.6669,44.9992,264.3331
1671.701,241.283,46.151,264.717
1699.345,241.0066,46.9804,264.9934
1675.712,241.2429,46.2714,264.7571
1672.149,241.2785,46.1645,264.7215
1694.555,241.0545,46.8366,264.9456
1625.283,241.7472,44.7585,264.2528
1668.728,241.3127,46.0618,264.6873
1677.971,241.2203,46.3391,264.7797
1656.175,241.4383,45.6852,264.5618
1600.388,241.9961,44.0116,264.0039
1616.388,241.8361,44.4916,264.1639
1626.817,241.7318,44.8045,264.2682
1681.056,241.1894,46.4317,264.8106
1632.436,241.6756,44.9731,264.3244
1613.277,241.8672,44.3983,264.1328
1603.293,241.9671,44.0988,264.0329
1673.525,241.2647,46.2058,264.7353
1645.321,241.5468,45.3596,264.4532
1652.383,241.4762,45.5715,264.5238
1680.457,241.1954,46.4137,264.8046
1684.289,241.1571,46.5287,264.8429
1623.36,241.7664,44.7008,264.2336
1600.529,241.9947,44.0159,264.0053
1631.983,241.6802,44.9595,264.3198
1678.93,241.2107,46.3679,264.7893
1697.283,241.0272,46.9185,264.9728
1662.279,241.3772,45.8684,264.6228
1600.153,241.9985,44.0046,264.0015
1630.203,241.698,44.9061,264.302
1689.342,241.1066,46.6803,264.8934
1642.336,241.5766,45.2701,264.4234
1684.162,241.1584,46.5249,264.8416
1637.116,241.6288,45.1135,264.3712
1630.745,241.6926,44.9223,264.3075
1650.748,241.4925,45.5224,264.5075
1656.186,241.4381,45.6856,264.5619
1651.283,241.4872,45.5385,264.5128
1668.517,241.3148,46.0555,264.6852
1695.131,241.0487,46.8539,264.9513
1684.406,241.1559,46.5322,264.8441
1652.845,241.4716,45.5853,264.5285
1627.025,241.7297,44.8107,264.2702
1643.77,241.5623,45.3131,264.4377
1655.859,241.4414,45.6758,264.5586
1651.56,241.4844,45.5468,264.5156
1619.434,241.8057,44.583,264.1943
1690.843,241.0916,46.7253,264.9084
1610.686,241.8931,44.3206,264.1069
1658.999,241.41,45.77,264.59
1687.545,241.1245,46.6264,264.8755
1673.457,241.2654,46.2037,264.7346
1614.931,241.8507,44.4479,264.1493
1622.716,241.7728,44.6815,264.2272
1612.926,241.8707,44.3878,264.1293
1658.177,241.4182,45.7453,264.5818
1617.374,241.8263,44.5212,264.1737
1693.385,241.0661,46.8015,264.9339
1642.573,241.5743,45.2772,264.4257
1662.125,241.3787,45.8637,264.6212
1645.379,241.5462,45.3614,264.4538
1695.066,241.0493,46.852,264.9507
1615.792,241.8421,44.4738,264.1579
1653.363,241.4664,45.6009,264.5336
1694.575,241.0542,46.8372,264.9457
1601.074,241.9893,44.0322,264.0107
1650.586,241.4941,45.5176,264.5059
1655.385,241.4461,45.6615,264.5539
1655.41,241.4459,45.6623,264.5541
1694.85,241.0515,46.8455,264.9485
1622.917,241.7708,44.6875,264.2292
1649.353,241.5065,45.4806,264.4935
1664.655,241.3535,45.9397,264.6465
1637.954,241.6205,45.1386,264.3795
1646.268,241.5373,45.388,264.4627
1693.549,241.0645,46.8065,264.9355
1684.785,241.1522,46.5436,264.8478
1627.18,241.7282,44.8154,264.2718
1600.039,241.9996,44.0012,264.0004
1684.151,241.1585,46.5245,264.8415
1638.284,241.6172,45.1485,264.3828
1683.529,241.1647,46.5059,264.8353
1633.172,241.6683,44.9952,264.3317
1611.723,241.8828,44.3517,264.1172
1636.066,241.6393,45.082,264.3607
1633.451,241.6655,45.0035,264.3345
1693.131,241.0687,46.7939,264.9313
1691.107,241.0889,46.7332,264.9111
1659.773,241.4023,45.7932,264.5977
1643.088,241.5691,45.2926,264.4309
1666.434,241.3357,45.993,264.6643
1656.332,241.4367,45.69,264.5633
1605.619,241.9438,44.1686,264.0562
1660.857,241.3914,45.8257,264.6086
1609.139,241.9086,44.2742,264.0914
1621.298,241.787,44.6389,264.213
1622.675,241.7732,44.6802,264.2267
1628.874,241.7113,44.8662,264.2887
1632.23,241.6777,44.9669,264.3223
1647.402,241.526,45.4221,264.474
1619.598,241.804,44.5879,264.196
1621.507,241.7849,44.6452,264.2151
1681.349,241.1865,46.4405,264.8135
1640.113,241.5989,45.2034,264.4011
1616.993,241.8301,44.5098,264.1699
1630.314,241.6969,44.9094,264.3031
1618.497,241.815,44.5549,264.185
1690.445,241.0956,46.7133,264.9044
1685.295,241.1471,46.5588,264.853
1615.587,241.8441,44.4676,264.1559
1658.953,241.4105,45.7686,264.5895
1646.171,241.5383,45.3851,264.4617
1690.105,241.099,46.7032,264.901
1637.348,241.6265,45.1204,264.3735
1660.041,241.3996,45.8012,264.6004
1637.819,241.6218,45.1346,264.3782
1602.5,241.975,44.075,264.025
1618.127,241.8187,44.5438,264.1813
1660.374,241.3963,45.8112,264.6037
1647.599,241.524,45.428,264.476
1681.803,241.182,46.4541,264.818
1627.403,241.726,44.8221,264.274
1647.064,241.5294,45.4119,264.4706
1620.036,241.7996,44.6011,264.2004
1618.958,241.8104,44.5687,264.1896
1793.9,241.0,49.817,264.061
1723.805,241.0,47.7141,264.762
1728.733,241.0,47.862,264.7127
1773.633,241.0,49.209,264.2637
1734.981,241.0,48.0494,264.6502
1781.171,241.0,49.4351,264.1883
1714.591,241.0,47.4377,264.8541
1709.61,241.0,47.2883,264.9039
1730.37,241.0,47.9111,264.6963
1737.785,241.0,48.1335,264.6221
1752.616,241.0,48.5785,264.4738
1714.335,241.0,47.4301,264.8567
1727.167,241.0,47.815,264.7283
1737.658,241.0,48.1297,264.6234
1713.413,241.0,47.4024,264.8659
1733.208,241.0,47.9962,264.6679
1765.718,241.0,48.9715,264.3428
1708.824,241.0,47.2647,264.9118
1789.633,241.0,49.689,264.1037
1757.416,241.0,48.7225,264.4258
1757.521,241.0,48.7256,264.4248
1761.143,241.0,48.8343,264.3886
1786.803,241.0,49.6041,264.132
1734.485,241.0,48.0345,264.6551
1708.934,241.0,47.268,264.9107
1712.062,241.0,47.3619,264.8794
1702.338,241.0,47.0701,264.9766
1764.567,241.0,48.937,264.3543
1718.222,241.0,47.5467,264.8178
1776.617,241.0,49.2985,264.2338
1705.523,241.0,47.1657,264.9448
1798.646,241.0,49.9594,264.0135
1706.724,241.0,47.2017,264.9328
1760.545,241.0,48.8163,264.3945
1726.799,241.0,47.804,264.732
1712.189,241.0,47.3657,264.8781
1750.912,241.0,48.5274,264.4909
1701.636,241.0,47.0491,264.9836
1777.482,241.0,49.3245,264.2252
1716.56,241.0,47.4968,264.8344
1741.736,241.0,48.2521,264.5826
1716.361,241.0,47.4908,264.8364
1772.615,241.0,49.1784,264.2738
1797.268,241.0,49.918,264.0273
1777.41,241.0,49.3223,264.2259
1700.996,241.0,47.0299,264.99
1789.664,241.0,49.6899,264.1034
1733.203,241.0,47.9961,264.668
1776.148,241.0,49.2844,264.2385
1726.94,241.0,47.8082,264.7306
1723.687,241.0,47.7106,264.7631
1711.286,241.0,47.3386,264.8871
1773.732,241.0,49.212,264.2627
1765.445,241.0,48.9633,264.3456
1767.854,241.0,49.0356,264.3215
1784.398,241.0,49.5319,264.156
1719.498,241.0,47.5849,264.805
1725.236,241.0,47.7571,264.7476
1798.706,241.0,49.9612,264.0129
1749.381,241.0,48.4814,264.5062
1724.484,241.0,47.7345,264.7552
1747.434,241.0,48.423,264.5257
1762.632,241.0,48.879,264.3737
1757.427,241.0,48.7228,264.4257
1791.024,241.0,49.7307,264.0898
1775.181,241.0,49.2554,264.2482
1756.443,241.0,48.6933,264.4356
1741.487,241.0,48.2446,264.5851
1702.087,241.0,47.0626,264.9791
1770.36,241.0,49.1108,264.2964
1744.797,241.0,48.3439,264.552
1762.886,241.0,48.8866,264.3711
1780.411,241.0,49.4123,264.1959
1780.003,241.0,49.4001,264.2
1721.428,241.0,47.6428,264.7857
1729.817,241.0,47.8945,264.7018
1758.334,241.0,48.75,264.4167
1775.855,241.0,49.2756,264.2414
1701.317,241.0,47.0395,264.9868
1794.134,241.0,49.824,264.0587
1738.354,241.0,48.1506,264.6165
1786.936,241.0,49.6081,264.1306
1701.743,241.0,47.0523,264.9826
1728.455,241.0,47.8536,264.7154
1780.891,241.0,49.4267,264.1911
1764.601,241.0,48.938,264.354
1748.151,241.0,48.4445,264.5185
1778.078,241.0,49.3423,264.2192
1729.682,241.0,47.8905,264.7032
1738.507,241.0,48.1552,264.6149
1772.803,241.0,49.1841,264.272
1774.539,241.0,49.2362,264.2546
1790.915,241.0,49.7274,264.0908
1780.075,241.0,49.4023,264.1993
1704.196,241.0,47.1259,264.958
1746.892,241.0,48.4068,264.5311
1752.744,241.0,48.5823,264.4726
1763.303,241.0,48.8991,264.367
1726.457,241.0,47.7937,264.7354
1734.321,241.0,48.0296,264.6568
1766.669,241.0,49.0001,264.3333
1799.144,241.0,49.9743,264.0086
1759.654,241.0,48.7896,264.4035
1759.084,241.0,48.7725,264.4092
1752.283,241.0,48.5685,264.4772
1786.226,241.0,49.5868,264.1377
1755.78,241.0,48.6734,264.4422
1763.186,241.0,48.8956,264.3681
1742.185,241.0,48.2655,264.5781
1703.123,241.0,47.0937,264.9688
1742.834,241.0,48.285,264.5717
1708.078,241.0,47.2423,264.9192
1762.174,241.0,48.8652,264.3783
1753.266,241.0,48.598,264.4673
1743.214,241.0,48.2964,264.5679
1706.406,241.0,47.1922,264.9359
1709.279,241.0,47.2784,264.9072
1702.467,241.0,47.074,264.9753
1702.747,241.0,47.0824,264.9725
1715.857,241.0,47.4757,264.8414
1709.046,241.0,47.2714,264.9095
1709.606,241.0,47.2882,264.9039
1762.678,241.0,48.8803,264.3732
1799.704,241.0,49.9911,264.003
1793.65,241.0,49.8095,264.0635
1727.45,241.0,47.8235,264.7255
1761.232,241.0,48.837,264.3877
1774.449,241.0,49.2335,264.2555
1745.258,241.0,48.3577,264.5474
1754.434,241.0,48.633,264.4557
1762.202,241.0,48.8661,264.378
1724.067,241.0,47.722,264.7593
1776.352,241.0,49.2906,264.2365
1754.41,241.0,48.6323,264.4559
1754.365,241.0,48.6309,264.4563
1767.894,241.0,49.0368,264.3211
1759.136,241.0,48.7741,264.4086
1757.247,241.0,48.7174,264.4275
1727.555,241.0,47.8267,264.7244
1736.094,241.0,48.0828,264.6391
1703.757,241.0,47.1127,264.9624
1754.332,241.0,48.63,264.4567
1786.454,241.0,49.5936,264.1355
1781.463,241.0,49.4439,264.1854
1724.882,241.0,47.7465,264.7512
1730.42,241.0,47.9126,264.6958
1745.134,241.0,48.354,264.5487
1725.485,241.0,47.7645,264.7452
1726.681,241.0,47.8004,264.7332
1767.52,241.0,49.0256,264.3248
1717.534,241.0,47.526,264.8247
1738.243,241.0,48.1473,264.6176
1734.329,241.0,48.0299,264.6567
1782.685,241.0,49.4805,264.1732
1710.946,241.0,47.3284,264.8905
1741.707,241.0,48.2512,264.5829
1752.157,241.0,48.5647,264.4784
1747.235,241.0,48.417,264.5276
1732.367,241.0,47.971,264.6763
1782.668,241.0,49.48,264.1733
1721.879,241.0,47.6564,264.7812
1760.46,241.0,48.8138,264.3954
1701.302,241.0,47.0391,264.987
1749.157,241.0,48.4747,264.5084
1799.027,241.0,49.9708,264.0097
1729.621,241.0,47.8886,264.7038
1766.818,241.0,49.0045,264.3318
1786.835,241.0,49.605,264.1316
1732.545,241.0,47.9764,264.6746
1744.23,241.0,48.3269,264.5577
1731.348,241.0,47.9404,264.6865
1734.674,241.0,48.0402,264.6533
1733.159,241.0,47.9948,264.6684
1740.409,241.0,48.2123,264.5959
1758.716,241.0,48.7615,264.4128
1747.723,241.0,48.4317,264.5228
1742.122,241.0,48.2637,264.5788
1764.585,241.0,48.9376,264.3542
1722.222,241.0,47.6667,264.7778
1708.946,241.0,47.2684,264.9105
1778.16,241.0,49.3448,264.2184
1752.437,241.0,48.5731,264.4756
1774.405,241.0,49.2321,264.2559
1746.257,241.0,48.3877,264.5374
1783.224,241.0,49.4967,264.1678
1775.385,241.0,49.2615,264.2462
1739.226,241.0,48.1768,264.6077
1760.524,241.0,48.8157,264.3948
1735.079,241.0,48.0524,264.6492
1709.875,241.0,47.2963,264.9013
1784.395,241.0,49.5318,264.156
1721.109,241.0,47.6333,264.7889
1753.12,241.0,48.5936,264.4688
1744.441,241.0,48.3332,264.5556
1750.713,241.0,48.5214,264.4929
1700.859,241.0,47.0258,264.9914
1764.043,241.0,48.9213,264.3596
1779.958,241.0,49.3987,264.2004
1731.358,241.0,47.9407,264.6864
1735.839,241.0,48.0752,264.6416
1719.87,241.0,47.5961,264.8013
1758.997,241.0,48.7699,264.41
1756.213,241.0,48.6864,264.4379
1765.531,241.0,48.9659,264.3447
1722.746,241.0,47.6824,264.7725
1708.371,241.0,47.2511,264.9163
1726.232,241.0,47.787,264.7377
1706.121,241.0,47.1836,264.9388
1762.9,241.0,48.887,264.371
1786.473,241.0,49.5942,264.1353
1792.899,241.0,49.787,264.071
1779.583,241.0,49.3875,264.2042
1717.581,241.0,47.5274,264.8242
1706.977,241.0,47.2093,264.9302
1758.794,241.0,48.7638,264.4121
1717.36,241.0,47.5208,264.8264
1732.39,241.0,47.9717,264.6761
1779.299,241.0,49.379,264.207
1758.586,241.0,48.7576,264.4141
1740.565,241.0,48.2169,264.5944
1785.477,241.0,49.5643,264.1452
1728.231,241.0,47.8469,264.7177
1771.952,241.0,49.1586,264.2805
1749.182,241.0,48.4755,264.5082
1729.851,241.0,47.8955,264.7015
1752.214,241.0,48.5664,264.4779
1757.971,241.0,48.7391,264.4203
1758.16,241.0,48.7448,264.4184
1743.802,241.0,48.3141,264.562
1725.621,241.0,47.7686,264.7438
1751.284,241.0,48.5385,264.4872
1724.753,241.0,47.7426,264.7525
1784.8,241.0,49.544,264.152
1711.462,241.0,47.3439,264.8854
1705.074,241.0,47.1522,264.9493
1723.799,241.0,47.714,264.762
1795.614,241.0,49.8684,264.0439
1717.824,241.0,47.5347,264.8218
1700.344,241.0,47.0103,264.9966
1788.178,241.0,49.6453,264.1182
1753.842,241.0,48.6153,264.4616
1706.059,241.0,47.1818,264.9394
1786.94,241.0,49.6082,264.1306
1758.753,241.0,48.7626,264.4125
1716.855,241.0,47.5056,264.8315
1744.708,241.0,48.3412,264.5529
1764.609,241.0,48.9383,264.3539
1710.34,241.0,47.3102,264.8966
1751.52,241.0,48.5456,264.4848
1722.726,241.0,47.6818,264.7727
1984.48,241.9224,53.6896,258.4656
1962.857,241.8143,53.2571,259.1143
1828.053,241.1403,50.5611,263.1584
1809.813,241.0491,50.1963,263.7056
1815.879,241.0794,50.3176,263.5236
1922.555,241.6128,52.4511,260.3234
1836.764,241.1838,50.7353,262.8971
1966.362,241.8318,53.3272,259.0091
1960.491,241.8025,53.2098,259.1853
1854.024,241.2701,51.0805,262.3793
1976.479,241.8824,53.5296,258.7056
1833.652,241.1683,50.673,262.9904
1817.292,241.0865,50.3458,263.4812
1869.716,241.3486,51.3943,261.9085
1842.066,241.2103,50.8413,262.738
1972.447,241.8622,53.4489,258.8266
1800.933,241.0047,50.0187,263.972
1839.919,241.1996,50.7984,262.8024
1968.869,241.8443,53.3774,258.9339
1888.716,241.4436,51.7743,261.3385
1807.2,241.036,50.144,263.784
1907.303,241.5365,52.1461,260.7809
1912.663,241.5633,52.2533,260.6201
1827.797,241.139,50.5559,263.1661
1850.087,241.2504,51.0017,262.4974
1887.479,241.4374,51.7496,261.3756
1843.72,241.2186,50.8744,262.6884
1837.611,241.1881,50.7522,262.8717
1926.715,241.6336,52.5343,260.1986
1808.216,241.0411,50.1643,263.7535
1987.551,241.9378,53.751,258.3735
1871.035,241.3552,51.4207,261.8689
1879.389,241.3969,51.5878,261.6183
1810.595,241.053,50.2119,263.6821
1922.107,241.6105,52.4421,260.3368
1978.01,241.8901,53.5602,258.6597
1852.551,241.2628,51.051,262.4235
1923.65,241.6182,52.473,260.2905
1927.894,241.6395,52.5579,260.1632
1924.828,241.6241,52.4966,260.2552
1813.093,241.0655,50.2619,263.6072
1815.962,241.0798,50.3192,263.5211
1940.151,241.7008,52.803,259.7955
1816.245,241.0812,50.3249,263.5127
1823.491,241.1175,50.4698,263.2953
1874.546,241.3727,51.4909,261.7636
1857.18,241.2859,51.1436,262.2846
1892.096,241.4605,51.8419,261.2371
1950.327,241.7516,53.0065,259.4902
1971.331,241.8567,53.4266,258.8601
1803.369,241.0168,50.0674,263.8989
1935.824,241.6791,52.7165,259.9253
1944.34,241.7217,52.8868,259.6698
1885.413,241.4271,51.7083,261.4376
1998.975,241.9949,53.9795,258.0308
1820.102,241.1005,50.402,263.3969
1885.169,241.4258,51.7034,261.4449
1977.098,241.8855,53.542,258.6871
1907.719,241.5386,52.1544,260.7684
1823.934,241.1197,50.4787,263.282
1854.378,241.2719,51.0876,262.3687
1881.03,241.4051,51.6206,261.5691
1864.974,241.3249,51.2995,262.0508
1958.197,241.791,53.1639,259.2541
1974.839,241.8742,53.4968,258.7548
1853.873,241.2694,51.0775,262.3838
1985.346,241.9267,53.7069,258.4396
1906.652,241.5333,52.133,260.8004
1972.038,241.8602,53.4408,258.8389
1958.146,241.7907,53.1629,259.2556
1836.736,241.1837,50.7347,262.8979
1881.868,241.4093,51.6374,261.544
1820.126,241.1006,50.4025,263.3962
1880.574,241.4029,51.6115,261.5828
1825.205,241.126,50.5041,263.2439
1893.612,241.4681,51.8722,261.1916
1902.324,241.5116,52.0465,260.9303
1845.899,241.2295,50.918,262.623
1964.498,241.8225,53.29,259.0651
1950.984,241.7549,53.0197,259.4705
1928.223,241.6411,52.5645,260.1533
1951.932,241.7597,53.0386,259.442
1982.117,241.9106,53.6423,258.5365
1899.712,241.4986,51.9942,261.0086
1897.907,241.4895,51.9581,261.0628
1984.329,241.9216,53.6866,258.4701
1889.272,241.4464,51.7854,261.3218
1910.856,241.5543,52.2171,260.6743
1974.932,241.8747,53.4986,258.752
1855.009,241.275,51.1002,262.3497
1893.194,241.466,51.8639,261.2042
1959.727,241.7986,53.1945,259.2082
1866.863,241.3343,51.3373,261.9941
1891.457,241.4573,51.8291,261.2563
1931.492,241.6575,52.6298,260.0552
1812.231,241.0612,50.2446,263.6331
1911.304,241.5565,52.2261,260.6609
1984.861,241.9243,53.6972,258.4542
1945.118,241.7256,52.9024,259.6465
1937.879,241.6894,52.7576,259.8636
1809.181,241.0459,50.1836,263.7246
1942.522,241.7126,52.8504,259.7243
1848.318,241.2416,50.9664,262.5505
1925.132,241.6257,52.5026,260.246
1841.432,241.2072,50.8286,262.757
1915.183,241.5759,52.3037,260.5445
1822.259,241.1113,50.4452,263.3322
1909.899,241.5495,52.198,260.703
1817.976,241.0899,50.3595,263.4607
1967.862,241.8393,53.3572,258.9641
1996.382,241.9819,53.9276,258.1085
1939.846,241.6992,52.7969,259.8046
1839.835,241.1992,50.7967,262.805
1885.599,241.428,51.712,261.432
1873.113,241.3656,51.4623,261.8066
1820.391,241.102,50.4078,263.3883
1932.003,241.66,52.6401,260.0399
1924.918,241.6246,52.4984,260.2525
1911.423,241.5571,52.2285,260.6573
1805.98,241.0299,50.1196,263.8206
1973.375,241.8669,53.4675,258.7987
1977.226,241.8861,53.5445,258.6832
1866.498,241.3325,51.33,262.0051
1945.231,241.7262,52.9046,259.6431
1879.07,241.3954,51.5814,261.6279
1975.798,241.879,53.516,258.7261
1900.138,241.5007,52.0028,260.9959
1862.526,241.3126,51.2505,262.1242
1877.683,241.3884,51.5537,261.6695
1814.91,241.0745,50.2982,263.5527
1970.041,241.8502,53.4008,258.8988
1896.024,241.4801,51.9205,261.1193
1886.378,241.4319,51.7276,261.4087
1960.791,241.804,53.2158,259.1763
1998.803,241.994,53.9761,258.0359
1823.384,241.1169,50.4677,263.2985
1994.588,241.9729,53.8918,258.1624
1954.866,241.7743,53.0973,259.354
1988.292,241.9415,53.7658,258.3512
1838.288,241.1914,50.7658,262.8514
1966.034,241.8302,53.3207,259.019
1828.299,241.1415,50.566,263.151
1975.169,241.8758,53.5034,258.7449
1827.963,241.1398,50.5593,263.1611
1802.047,241.0102,50.0409,263.9386
1935.087,241.6754,52.7017,259.9474
1880.365,241.4018,51.6073,261.589
1982.342,241.9117,53.6468,258.5297
1916.852,241.5843,52.337,260.4944
1953.84,241.7692,53.0768,259.3848
1853.925,241.2696,51.0785,262.3822
1928.035,241.6402,52.5607,260.159
1917.77,241.5889,52.3554,260.4669
1815.066,241.0753,50.3013,263.548
1938.78,241.6939,52.7756,259.8366
1982.132,241.9107,53.6426,258.536
1949.913,241.7496,52.9983,259.5026
1936.947,241.6847,52.7389,259.8916
1898.226,241.4911,51.9645,261.0532
1993.988,241.9699,53.8798,258.1804
1960.499,241.8025,53.21,259.185
1973.974,241.8699,53.4795,258.7808
1826.744,241.1337,50.5349,263.1977
1973.525,241.8676,53.4705,258.7942
1948.4,241.742,52.968,259.548
1890.425,241.4521,51.8085,261.2872
1926.801,241.634,52.536,260.196
1957.322,241.7866,53.1464,259.2803
1956.453,241.7823,53.1291,259.3064
1854.802,241.274,51.096,262.3559
1980.244,241.9012,53.6049,258.5927
1987.975,241.9399,53.7595,258.3607
1921.036,241.6052,52.4207,260.3689
1890.408,241.452,51.8082,261.2878
1992.54,241.9627,53.8508,258.2238
1889.096,241.4455,51.7819,261.3271
1982.205,241.911,53.6441,258.5339
1907.807,241.539,52.1561,260.7658
1956.163,241.7808,53.1233,259.3151
1801.187,241.0059,50.0237,263.9644
1802.128,241.0106,50.0426,263.9362
